Model,Power_kW,Torque_Nm,Power_Benchmark_RPM,Torque_Benchmark_RPM,Compression_Enumerator,Weight_kg,Fuel_system,Gearbox,Engine_type,Throttle_pct,RPM,Gear,Speed_kmh,Consumption_L100km,Mileage_km_per_liter
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,64,3916,3,36.3,7.178,13.93
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,50,3465,4,42.0,5.564,17.97
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,58,7457,3,64.7,9.86,10.14
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,16,2047,3,21.4,2.457,40.7
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,10,3081,5,46.1,2.5,40.0
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,82,3385,1,14.0,8.313,12.03
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,20,7284,3,63.3,5.207,19.2
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,33,3994,1,15.7,5.079,19.69
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,11,4450,4,52.5,3.147,31.78
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,34,5823,1,20.5,6.203,16.12
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,34,7211,2,43.5,7.052,14.18
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,86,5033,2,31.8,10.441,9.58
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,75,4254,4,50.4,8.532,11.72
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,91,3428,2,23.3,8.974,11.14
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,62,7386,4,83.8,10.284,9.72
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,45,5635,2,35.1,7.232,13.83
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,70,8430,5,117.4,11.926,8.39
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,55,5058,2,32.0,7.739,12.92
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,93,6407,3,56.3,12.714,7.87
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,64,4854,3,43.8,8.106,12.34
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,85,5114,5,73.2,9.953,10.05
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,62,6982,5,98.1,9.643,10.37
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,29,1527,4,21.3,3.138,31.87
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,69,8733,4,98.2,12.389,8.07
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,53,1283,4,18.7,4.236,23.61
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,73,7107,3,61.9,11.41,8.76
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,45,2949,2,20.7,5.042,19.83
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,20,6955,4,79.2,4.958,20.17
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,35,8373,1,27.3,8.008,12.49
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,55,5045,5,72.3,7.217,13.86
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,68,8331,3,71.6,11.858,8.43
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,43,1001,2,10.3,3.495,28.61
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,92,8125,3,70.0,14.899,6.71
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,54,3539,4,42.7,6.197,16.14
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,14,8658,4,97.4,4.988,20.05
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,7,2001,1,10.3,2.168,46.13
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,30,7858,3,67.9,6.847,14.6
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,26,3379,5,50.1,3.709,26.96
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,87,6591,3,57.7,12.269,8.15
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,30,7150,3,62.2,6.521,15.34
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,68,6816,4,77.7,10.285,9.72
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,41,4331,1,16.5,5.853,17.09
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,11,3648,2,24.5,3.014,33.18
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,46,4748,1,17.7,6.775,14.76
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,27,8310,2,49.3,6.915,14.46
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,28,6603,3,57.8,5.837,17.13
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,7,5506,1,19.7,3.118,32.07
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,27,1192,5,20.9,2.614,38.26
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,99,5668,5,80.6,12.168,8.22
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,81,1539,2,13.2,5.993,16.69
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,28,1404,5,23.7,2.878,34.75
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,71,1885,5,30.1,5.499,18.19
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,12,1980,4,26.1,2.344,42.66
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,51,7767,4,87.8,9.31,10.74
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,45,6295,3,55.4,7.47,13.39
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,52,5016,1,18.4,7.411,13.49
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,45,2827,1,12.5,5.06,19.76
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,68,2948,2,20.7,6.858,14.58
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,34,4103,3,37.8,4.975,20.1
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,11,2010,4,26.4,2.138,46.77
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,40,2008,5,31.8,3.996,25.03
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,87,5701,2,35.4,11.409,8.77
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,38,6795,5,95.6,6.929,14.43
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,11,5310,4,61.6,3.442,29.05
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,74,3906,2,25.8,8.39,11.92
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,19,1723,2,14.2,2.774,36.05
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,86,6319,2,38.7,12.224,8.18
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,65,1651,1,9.4,5.408,18.49
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,77,3356,3,31.8,7.756,12.89
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,77,8008,1,26.4,13.172,7.59
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,14,4388,3,40.1,3.259,30.68
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,89,1317,5,22.6,5.897,16.96
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,100,3751,2,25.0,10.265,9.74
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,15,5124,4,59.7,3.687,27.12
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,50,1098,1,7.9,4.098,24.4
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,72,4649,3,42.2,8.859,11.29
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,85,4870,4,56.9,9.985,10.02
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,68,7591,3,65.7,11.22,8.91
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,45,4469,5,64.6,5.893,16.97
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,17,4832,5,69.4,3.779,26.46
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,59,8732,5,121.4,10.897,9.18
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,69,1047,3,13.4,4.981,20.08
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,16,2200,4,28.5,2.474,40.42
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,54,1891,4,25.2,4.618,21.65
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,73,7732,4,87.5,11.907,8.4
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,35,7507,2,45.0,7.425,13.47
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,73,4386,4,51.8,8.509,11.75
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,51,4747,2,30.3,6.899,14.49
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,16,1814,4,24.3,2.364,42.3
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,96,8170,5,113.9,14.857,6.73
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,11,2130,1,10.7,2.216,45.13
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,30,7668,2,45.9,6.942,14.41
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,81,8280,5,115.4,13.204,7.57
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,53,7651,4,86.6,9.181,10.89
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,65,2527,1,11.7,6.262,15.97
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,15,2174,4,28.2,2.493,40.11
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,51,6758,5,95.1,8.267,12.1
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,46,2204,1,10.9,4.617,21.66
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,75,2335,5,36.1,6.327,15.81
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,23,4195,3,38.6,4.217,23.71
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,54,8976,2,52.9,10.932,9.15
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,78,4436,5,64.1,8.7,11.49
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,48,5311,1,19.2,7.377,13.56
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,39,6597,3,57.8,7.093,14.1
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,18,1198,2,11.4,2.383,41.96
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,63,6574,4,75.1,9.607,10.41
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,43,3930,3,36.4,5.572,17.95
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,34,5846,1,20.6,6.362,15.72
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,14,3251,5,48.3,2.964,33.74
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,40,6001,4,69.0,6.698,14.93
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,100,3714,1,14.9,10.392,9.62
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,99,1530,3,17.2,7.073,14.14
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,75,6482,4,74.1,10.752,9.3
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,59,7897,5,110.3,9.979,10.02
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,36,4011,3,37.1,5.041,19.84
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,86,8656,5,120.4,14.179,7.05
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,14,4979,1,18.3,3.634,27.52
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,36,4969,2,31.5,5.743,17.41
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,79,7929,1,26.1,13.31,7.51
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,14,2959,1,12.9,3.017,33.15
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,45,4209,1,16.2,6.201,16.13
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,30,6730,4,76.8,6.091,16.42
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,94,6032,2,37.2,12.531,7.98
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,31,4143,2,27.1,4.915,20.35
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,44,2226,5,34.7,4.391,22.77
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,50,5395,2,33.8,7.461,13.4
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,38,8287,4,93.4,7.991,12.51
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,59,3852,2,25.5,7.017,14.25
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,77,4432,5,64.1,8.751,11.43
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,45,3817,2,25.4,5.767,17.34
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,92,7511,3,65.1,14.191,7.05
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,58,6344,3,55.8,8.973,11.14
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,37,5037,5,72.2,5.575,17.94
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,12,4556,1,17.1,3.327,30.06
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,97,3764,5,55.2,9.462,10.57
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,10,5459,5,77.8,3.336,29.98
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,44,2119,4,27.6,4.191,23.86
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,76,5359,3,47.9,9.763,10.24
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,88,8772,2,51.8,15.267,6.55
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,29,4661,1,17.4,5.076,19.7
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,93,3232,1,13.6,9.009,11.1
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,40,1806,3,19.4,3.777,26.48
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,37,6751,4,77.0,6.731,14.86
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,67,5089,5,72.9,8.442,11.85
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,49,7830,5,109.4,8.785,11.38
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,27,2479,5,38.1,3.226,31.0
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,26,6111,1,21.3,5.681,17.6
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,89,1943,2,15.4,6.999,14.29
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,39,1192,2,11.4,3.359,29.77
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,5,8578,5,119.4,3.963,25.23
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,31,8993,1,29.0,7.863,12.72
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,60,6007,4,69.1,8.57,11.67
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,59,4390,4,51.8,7.234,13.82
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,58,8804,4,98.9,10.948,9.13
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,69,3431,3,32.4,7.32,13.66
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,55,5347,4,62.0,7.688,13.01
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,34,8156,5,113.7,7.252,13.79
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,99,7306,2,44.0,14.969,6.68
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,96,1779,5,28.7,6.934,14.42
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,50,1720,4,23.3,4.389,22.78
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,65,2306,1,11.1,5.966,16.76
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,58,5988,3,52.9,8.61,11.61
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,88,5032,4,58.7,10.505,9.52
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,66,4528,2,29.1,8.156,12.26
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,43,6219,3,54.8,7.301,13.7
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,35,8170,4,92.1,7.367,13.57
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,96,7165,5,100.5,13.545,7.38
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,19,4524,4,53.3,3.945,25.35
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,42,1047,2,10.6,3.555,28.13
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,68,6934,3,60.5,10.624,9.41
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,48,6111,3,53.9,7.813,12.8
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,13,4157,5,60.4,3.224,31.02
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,56,3268,5,48.6,5.868,17.04
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,47,3294,1,13.8,5.705,17.53
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,99,8937,1,28.8,17.156,5.83
Haojin Ares HJ150-26,48.4,81.45,7846.28,6043.43,10.44,234.18,Carburettor,Unknown,Single,56,1538,2,13.2,4.544,22.01
IZH Planeta 4,14.6,27.5,4800.0,4700.0,8.5,234.18,Carburettor,4-speed,Single,8,5905,1,24.7,7.86,12.72
IZH Planeta 4,14.6,27.5,4800.0,4700.0,8.5,234.18,Carburettor,4-speed,Single,34,5480,2,41.5,13.227,7.56
IZH Planeta 4,14.6,27.5,4800.0,4700.0,8.5,234.18,Carburettor,4-speed,Single,84,3576,3,40.8,19.064,5.25
IZH Planeta 4,14.6,27.5,4800.0,4700.0,8.5,234.18,Carburettor,4-speed,Single,29,4909,2,37.7,11.212,8.92
IZH Planeta 4,14.6,27.5,4800.0,4700.0,8.5,234.18,Carburettor,4-speed,Single,23,8267,1,32.6,14.079,7.1
IZH Planeta 4,14.6,27.5,4800.0,4700.0,8.5,234.18,Carburettor,4-speed,Single,9,3610,2,29.1,5.978,16.73
IZH Planeta 4,14.6,27.5,4800.0,4700.0,8.5,234.18,Carburettor,4-speed,Single,29,6117,4,86.6,12.305,8.13
IZH Planeta 4,14.6,27.5,4800.0,4700.0,8.5,234.18,Carburettor,4-speed,Single,29,6188,1,25.6,13.22,7.56
IZH Planeta 4,14.6,27.5,4800.0,4700.0,8.5,234.18,Carburettor,4-speed,Single,27,2571,3,30.7,7.786,12.84
IZH Planeta 4,14.6,27.5,4800.0,4700.0,8.5,234.18,Carburettor,4-speed,Single,84,4625,4,66.7,21.438,4.66
IZH Planeta 4,14.6,27.5,4800.0,4700.0,8.5,234.18,Carburettor,4-speed,Single,64,7741,2,56.6,24.809,4.03
IZH Planeta 4,14.6,27.5,4800.0,4700.0,8.5,234.18,Carburettor,4-speed,Single,16,1868,4,29.9,5.44,18.38
IZH Planeta 4,14.6,27.5,4800.0,4700.0,8.5,234.18,Carburettor,4-speed,Single,41,8616,3,91.2,19.216,5.2
IZH Planeta 4,14.6,27.5,4800.0,4700.0,8.5,234.18,Carburettor,4-speed,Single,7,2554,4,39.1,4.745,21.07
